Time,Unsubtracted Weight,Baseline Weight,Program Temperature,Sample Temperature,Approx. Gas Flow,R25 Diagnostic Signal, 
5.850000,6.085401,0.000000,50.000000,52.720000,40.200000,0.000000, 
5.866667,6.085401,0.000000,50.000000,52.720000,40.200000,0.000000, 
5.883333,6.085401,0.000000,50.000000,52.720000,40.200000,0.000000, 
5.900000,6.085401,0.000000,50.000000,52.720000,40.200000,0.000000, 
5.916667,6.085401,0.000000,50.000000,52.720000,40.200000,0.000000, 
5.933333,6.085180,0.000000,50.000000,52.720000,40.200000,0.000000, 
5.950000,6.085401,0.000000,50.000000,52.720000,40.200000,0.000000, 
5.966667,6.085180,0.000000,50.000000,52.720000,40.200000,0.000000, 
5.983333,6.085180,0.000000,50.000000,52.720000,40.200000,0.000000, 
6.000000,6.084959,0.000000,50.000000,52.720000,40.200000,0.000000, 
6.016667,6.084738,0.000000,50.000000,52.720000,40.200000,0.000000, 
6.033333,6.084517,0.000000,50.000000,52.720000,40.200000,0.000000, 
6.050000,6.084517,0.000000,50.000000,52.720000,40.200000,0.000000, 
6.066667,6.084517,0.000000,50.000000,52.720000,40.200000,0.000000, 
6.083333,6.084296,0.000000,50.000000,52.720000,40.200000,0.000000, 
6.100000,6.084075,0.000000,50.000000,52.720000,40.200000,0.000000, 
6.116667,6.083854,0.000000,50.000000,52.720000,40.300000,0.000000, 
